model,image,gt_index,epsilon,method,iou,iou_0.5,iou_0.7,time
yolo11x,000000343496,0,1/255,pgd,0.7354177236557007,0.7354177236557007,0.7354177236557007,3.1410725116729736
yolo11x,000000343496,0,1/255,rcp,0.8810501037099139,0.8810501037099139,0.8810501037099139,490.2687488794327
yolo11x,000000343496,0,1/255,square_attack,0.8766488432884216,0.8766488432884216,0.8766488432884216,143.45871690909067
yolo11x,000000343496,0,2/255,odpv,0.8150983452796936,0.8150983452796936,0.8150983452796936,51.38917827606201
yolo11x,000000343496,0,2/255,pgd,0.0,0.0,0.0,2.371772567431132
yolo11x,000000343496,0,2/255,rcp,0.8793293158868583,0.8793293158868583,0.8793293158868583,485.2041459083557
yolo11x,000000343496,0,2/255,square_attack,0.8720487356185913,0.8720487356185913,0.8720487356185913,143.22273389498392
yolo11x,000000343496,1,1/255,odpv,0.5332576632499695,0.5332576632499695,0.0,54.03942131996155
yolo11x,000000343496,1,1/255,pgd,0.3031432330608368,0.0,0.0,3.1410725116729736
yolo11x,000000343496,1,1/255,rcp,0.9082024634393385,0.9082024634393385,0.9082024634393385,490.2687488794327
yolo11x,000000343496,1,1/255,square_attack,0.6388501524925232,0.6388501524925232,0.0,143.45871690909067
yolo11x,000000343496,1,2/255,odpv,0.0,0.0,0.0,0.003029346466064453
yolo11x,000000343496,1,2/255,pgd,0.16245217621326447,0.0,0.0,2.371772567431132
yolo11x,000000343496,1,2/255,rcp,0.6496807110188996,0.6496807110188996,0.0,485.2041459083557
yolo11x,000000343496,1,2/255,square_attack,0.6213279366493225,0.6213279366493225,0.0,143.22273389498392
yolo11x,000000343496,2,1/255,odpv,0.8745630979537964,0.8745630979537964,0.8745630979537964,53.25290107727051
yolo11x,000000343496,2,1/255,pgd,0.8632776737213135,0.8632776737213135,0.8632776737213135,3.1410725116729736
yolo11x,000000343496,2,1/255,rcp,0.9430782569552053,0.9430782569552053,0.9430782569552053,490.2687488794327
yolo11x,000000343496,2,1/255,square_attack,0.9344402551651001,0.9344402551651001,0.9344402551651001,143.45871690909067
yolo11x,000000343496,2,2/255,odpv,0.875442624092102,0.875442624092102,0.875442624092102,51.63053345680237
yolo11x,000000343496,2,2/255,pgd,0.3705214560031891,0.0,0.0,2.371772567431132
yolo11x,000000343496,2,2/255,rcp,0.9370210730673957,0.9370210730673957,0.9370210730673957,485.2041459083557
yolo11x,000000343496,2,2/255,square_attack,0.9201019406318665,0.9201019406318665,0.9201019406318665,143.22273389498392
yolo11x,000000343496,3,1/255,odpv,0.8393638730049133,0.8393638730049133,0.8393638730049133,53.12162256240845
yolo11x,000000343496,3,1/255,pgd,0.5417850017547607,0.5417850017547607,0.0,3.1410725116729736
yolo11x,000000343496,3,1/255,rcp,0.8760019592850009,0.8760019592850009,0.8760019592850009,490.2687488794327
yolo11x,000000343496,3,1/255,square_attack,0.862484335899353,0.862484335899353,0.862484335899353,143.45871690909067
yolo11x,000000343496,3,2/255,odpv,0.8390805721282959,0.8390805721282959,0.8390805721282959,51.3620810508728
yolo11x,000000343496,3,2/255,pgd,0.36745962500572205,0.0,0.0,2.371772567431132
yolo11x,000000343496,3,2/255,rcp,0.8676968855528282,0.8676968855528282,0.8676968855528282,485.2041459083557
yolo11x,000000343496,3,2/255,square_attack,0.817136824131012,0.817136824131012,0.817136824131012,143.22273389498392
yolo11x,000000343496,4,1/255,odpv,0.8712636828422546,0.8712636828422546,0.8712636828422546,54.04162120819092
yolo11x,000000343496,4,1/255,pgd,0.027499470859766006,0.0,0.0,3.1410725116729736
yolo11x,000000343496,4,1/255,rcp,0.9138703356758912,0.9138703356758912,0.9138703356758912,490.2687488794327
yolo11x,000000343496,4,1/255,square_attack,0.8903412818908691,0.8903412818908691,0.8903412818908691,143.45871690909067
yolo11x,000000343496,4,2/255,odpv,0.8262823224067688,0.8262823224067688,0.8262823224067688,52.3711462020874
yolo11x,000000343496,4,2/255,pgd,0.0,0.0,0.0,2.371772567431132
yolo11x,000000343496,4,2/255,rcp,0.906102119041112,0.906102119041112,0.906102119041112,485.2041459083557
yolo11x,000000343496,4,2/255,square_attack,0.867766261100769,0.867766261100769,0.867766261100769,143.22273389498392
yolo11x,000000343496,5,1/255,odpv,0.0,0.0,0.0,0.0705111026763916
yolo11x,000000343496,5,1/255,pgd,0.0,0.0,0.0,3.1410725116729736
yolo11x,000000343496,5,1/255,rcp,0.0,0.0,0.0,490.2687488794327
yolo11x,000000343496,5,1/255,square_attack,0.0,0.0,0.0,143.45871690909067
yolo11x,000000343496,5,2/255,odpv,0.0,0.0,0.0,0.0030312538146972656
yolo11x,000000343496,5,2/255,pgd,0.0,0.0,0.0,2.371772567431132
yolo11x,000000343496,5,2/255,rcp,0.0,0.0,0.0,485.2041459083557
yolo11x,000000343496,5,2/255,square_attack,0.0,0.0,0.0,143.22273389498392
yolo11x,000000379800,0,1/255,odpv,0.5171315670013428,0.5171315670013428,0.0,52.29055976867676
yolo11x,000000379800,0,1/255,pgd,0.0,0.0,0.0,2.798354148864746
yolo11x,000000379800,0,1/255,rcp,0.5524264701253419,0.5524264701253419,0.0,524.081600359508
yolo11x,000000379800,0,1/255,square_attack,0.5490961670875549,0.5490961670875549,0.0,140.2859538623265
yolo11x,000000379800,0,2/255,odpv,0.5171315670013428,0.5171315670013428,0.0,53.66929030418396
yolo11x,000000379800,0,2/255,pgd,0.0,0.0,0.0,2.2879305567060197
yolo11x,000000379800,0,2/255,rcp,0.5495482683784482,0.5495482683784482,0.0,528.682313816888
yolo11x,000000379800,0,2/255,square_attack,0.5440471172332764,0.5440471172332764,0.0,134.7376972266606
yolo11x,000000379800,1,1/255,odpv,0.6651924848556519,0.6651924848556519,0.0,52.33514928817749
yolo11x,000000379800,1,1/255,pgd,0.6344150304794312,0.6344150304794312,0.0,2.798354148864746
yolo11x,000000379800,1,1/255,rcp,0.8542508040988904,0.8542508040988904,0.8542508040988904,524.081600359508
yolo11x,000000379800,1,1/255,square_attack,0.8354377746582031,0.8354377746582031,0.8354377746582031,140.2859538623265
yolo11x,000000379800,1,2/255,odpv,0.651462972164154,0.651462972164154,0.0,53.502949714660645
yolo11x,000000379800,1,2/255,pgd,0.0,0.0,0.0,2.2879305567060197
yolo11x,000000379800,1,2/255,rcp,0.7727914044158524,0.7727914044158524,0.7727914044158524,528.682313816888
yolo11x,000000379800,1,2/255,square_attack,0.7491318583488464,0.7491318583488464,0.7491318583488464,134.7376972266606
yolo11x,000000379800,2,1/255,odpv,0.5482873916625977,0.5482873916625977,0.0,52.23103451728821
yolo11x,000000379800,2,1/255,pgd,0.603265643119812,0.603265643119812,0.0,2.798354148864746
yolo11x,000000379800,2,1/255,rcp,0.7758966637296921,0.7758966637296921,0.7758966637296921,524.081600359508
yolo11x,000000379800,2,1/255,square_attack,0.7712084650993347,0.7712084650993347,0.7712084650993347,140.2859538623265
yolo11x,000000379800,2,2/255,odpv,0.5545676350593567,0.5545676350593567,0.0,53.61593747138977
yolo11x,000000379800,2,2/255,pgd,0.0,0.0,0.0,2.2879305567060197
yolo11x,000000379800,2,2/255,rcp,0.7726454126758049,0.7726454126758049,0.7726454126758049,528.682313816888
yolo11x,000000379800,2,2/255,square_attack,0.7668315768241882,0.7668315768241882,0.7668315768241882,134.7376972266606
yolo11x,000000379800,3,1/255,odpv,0.0,0.0,0.0,0.15028810501098633
yolo11x,000000379800,3,1/255,pgd,0.07150493562221527,0.0,0.0,2.798354148864746
yolo11x,000000379800,3,1/255,rcp,0.08717844424853957,0.0,0.0,524.081600359508
yolo11x,000000379800,3,1/255,square_attack,0.013626119121909142,0.0,0.0,140.2859538623265
yolo11x,000000379800,3,2/255,odpv,0.0,0.0,0.0,0.09963440895080566
yolo11x,000000379800,3,2/255,pgd,0.026573866605758667,0.0,0.0,2.2879305567060197
yolo11x,000000379800,3,2/255,rcp,0.08112230458800478,0.0,0.0,528.682313816888
yolo11x,000000379800,3,2/255,square_attack,0.010952752083539963,0.0,0.0,134.7376972266606
yolo11x,000000379800,4,1/255,odpv,0.9141092300415039,0.9141092300415039,0.9141092300415039,51.323649883270264
yolo11x,000000379800,4,1/255,pgd,0.5285022258758545,0.5285022258758545,0.0,2.798354148864746
yolo11x,000000379800,4,1/255,rcp,0.9267030311824231,0.9267030311824231,0.9267030311824231,524.081600359508
yolo11x,000000379800,4,1/255,square_attack,0.9146201014518738,0.9146201014518738,0.9146201014518738,140.2859538623265
yolo11x,000000379800,4,2/255,odpv,0.908531904220581,0.908531904220581,0.908531904220581,53.277504205703735
yolo11x,000000379800,4,2/255,pgd,0.5776939392089844,0.5776939392089844,0.0,2.2879305567060197
yolo11x,000000379800,4,2/255,rcp,0.925384694287199,0.925384694287199,0.925384694287199,528.682313816888
yolo11x,000000379800,4,2/255,square_attack,0.8982463479042053,0.8982463479042053,0.8982463479042053,134.7376972266606
yolo11x,000000379800,5,1/255,odpv,0.9000328183174133,0.9000328183174133,0.9000328183174133,51.467875957489014
yolo11x,000000379800,5,1/255,pgd,0.8727877736091614,0.8727877736091614,0.8727877736091614,2.798354148864746
yolo11x,000000379800,5,1/255,rcp,0.9572294565837995,0.9572294565837995,0.9572294565837995,524.081600359508
yolo11x,000000379800,5,1/255,square_attack,0.9532886743545532,0.9532886743545532,0.9532886743545532,140.2859538623265
yolo11x,000000379800,5,2/255,odpv,0.8999744653701782,0.8999744653701782,0.8999744653701782,53.41982293128967
yolo11x,000000379800,5,2/255,pgd,0.0,0.0,0.0,2.2879305567060197
yolo11x,000000379800,5,2/255,rcp,0.9550396208630957,0.9550396208630957,0.9550396208630957,528.682313816888
yolo11x,000000379800,5,2/255,square_attack,0.9478973746299744,0.9478973746299744,0.9478973746299744,134.7376972266606
yolo11x,000000379800,6,1/255,odpv,0.0,0.0,0.0,0.06336402893066406
yolo11x,000000379800,6,1/255,pgd,0.0,0.0,0.0,2.798354148864746
yolo11x,000000379800,6,1/255,rcp,0.0,0.0,0.0,524.081600359508
yolo11x,000000379800,6,1/255,square_attack,0.0,0.0,0.0,140.2859538623265
yolo11x,000000379800,6,2/255,odpv,0.0,0.0,0.0,0.06349396705627441
yolo11x,000000379800,6,2/255,pgd,0.0,0.0,0.0,2.2879305567060197
yolo11x,000000379800,6,2/255,rcp,0.0,0.0,0.0,528.682313816888
yolo11x,000000379800,6,2/255,square_attack,0.0,0.0,0.0,134.7376972266606
yolo11x,000000412531,0,1/255,odpv,0.9505838751792908,0.9505838751792908,0.9505838751792908,54.738630533218384
yolo11x,000000412531,0,1/255,pgd,0.8259852528572083,0.8259852528572083,0.8259852528572083,3.8101946115493774
yolo11x,000000412531,0,1/255,rcp,0.9731212343159821,0.9731212343159821,0.9731212343159821,860.4099142551422
yolo11x,000000412531,0,1/255,square_attack,0.9683493971824646,0.9683493971824646,0.9683493971824646,172.96211528778076
yolo11x,000000412531,0,2/255,odpv,0.9555789828300476,0.9555789828300476,0.9555789828300476,52.908467292785645
yolo11x,000000412531,0,2/255,pgd,0.3875665068626404,0.0,0.0,2.6428126096725464
yolo11x,000000412531,0,2/255,rcp,0.9712581219610611,0.9712581219610611,0.9712581219610611,869.2387199997902
yolo11x,000000412531,0,2/255,square_attack,0.9622445106506348,0.9622445106506348,0.9622445106506348,173.38290631771088
yolo11x,000000412531,1,1/255,odpv,0.8230277299880981,0.8230277299880981,0.8230277299880981,54.64469337463379
yolo11x,000000412531,1,1/255,pgd,0.23762288689613342,0.0,0.0,3.8101946115493774
yolo11x,000000412531,1,1/255,rcp,0.8477886696583696,0.8477886696583696,0.8477886696583696,860.4099142551422
yolo11x,000000412531,1,1/255,square_attack,0.8437920212745667,0.8437920212745667,0.8437920212745667,172.96211528778076
yolo11x,000000412531,1,2/255,odpv,0.8230556845664978,0.8230556845664978,0.8230556845664978,52.764134645462036
yolo11x,000000412531,1,2/255,pgd,0.09564919024705887,0.0,0.0,2.6428126096725464
yolo11x,000000412531,1,2/255,rcp,0.846355240047343,0.846355240047343,0.846355240047343,869.2387199997902
yolo11x,000000412531,1,2/255,square_attack,0.8355456590652466,0.8355456590652466,0.8355456590652466,173.38290631771088
yolo11x,000000412531,2,1/255,odpv,0.9142796993255615,0.9142796993255615,0.9142796993255615,53.138880252838135
yolo11x,000000412531,2,1/255,pgd,0.5949023962020874,0.5949023962020874,0.0,3.8101946115493774
yolo11x,000000412531,2,1/255,rcp,0.9371328096936682,0.9371328096936682,0.9371328096936682,860.4099142551422
yolo11x,000000412531,2,1/255,square_attack,0.9313433766365051,0.9313433766365051,0.9313433766365051,172.96211528778076
yolo11x,000000412531,2,2/255,odpv,0.9023090600967407,0.9023090600967407,0.9023090600967407,51.41341161727905
yolo11x,000000412531,2,2/255,pgd,0.0,0.0,0.0,2.6428126096725464
yolo11x,000000412531,2,2/255,rcp,0.9352277549173261,0.9352277549173261,0.9352277549173261,869.2387199997902
yolo11x,000000412531,2,2/255,square_attack,0.9228476285934448,0.9228476285934448,0.9228476285934448,173.38290631771088
yolo11x,000000412531,3,1/255,odpv,0.8690187335014343,0.8690187335014343,0.8690187335014343,54.49588084220886
yolo11x,000000412531,3,1/255,pgd,0.5021044611930847,0.5021044611930847,0.0,3.8101946115493774
yolo11x,000000412531,3,1/255,rcp,0.9188430380009153,0.9188430380009153,0.9188430380009153,860.4099142551422
yolo11x,000000412531,3,1/255,square_attack,0.9054840207099915,0.9054840207099915,0.9054840207099915,172.96211528778076
yolo11x,000000412531,3,2/255,odpv,0.8464821577072144,0.8464821577072144,0.8464821577072144,52.52438831329346
yolo11x,000000412531,3,2/255,pgd,0.0,0.0,0.0,2.6428126096725464
yolo11x,000000412531,3,2/255,rcp,0.9111595999897436,0.9111595999897436,0.9111595999897436,869.2387199997902
yolo11x,000000412531,3,2/255,square_attack,0.8614856004714966,0.8614856004714966,0.8614856004714966,173.38290631771088
yolo11x,000000442456,0,1/255,odpv,0.0,0.0,0.0,0.0030031204223632812
yolo11x,000000442456,0,1/255,pgd,0.0,0.0,0.0,1.8377866480085585
yolo11x,000000442456,0,1/255,rcp,0.0,0.0,0.0,303.04365340868634
yolo11x,000000442456,0,1/255,square_attack,0.0,0.0,0.0,113.1742741531796
yolo11x,000000442456,0,2/255,odpv,0.0,0.0,0.0,0.0050201416015625
yolo11x,000000442456,0,2/255,pgd,0.0,0.0,0.0,1.9397643937004938
yolo11x,000000442456,0,2/255,rcp,0.0,0.0,0.0,302.69390445285376
yolo11x,000000442456,0,2/255,square_attack,0.0,0.0,0.0,104.17487194803026
yolo11x,000000442456,1,1/255,odpv,0.9548453092575073,0.9548453092575073,0.9548453092575073,53.072914123535156
yolo11x,000000442456,1,1/255,pgd,0.0,0.0,0.0,1.8377866480085585
yolo11x,000000442456,1,1/255,rcp,0.9638844892273023,0.9638844892273023,0.9638844892273023,303.04365340868634
yolo11x,000000442456,1,1/255,square_attack,0.0,0.0,0.0,113.1742741531796
yolo11x,000000442456,1,2/255,odpv,0.0,0.0,0.0,0.056485891342163086
yolo11x,000000442456,1,2/255,pgd,0.0,0.0,0.0,1.9397643937004938
yolo11x,000000442456,1,2/255,rcp,0.9613529913917094,0.9613529913917094,0.9613529913917094,302.69390445285376
yolo11x,000000442456,1,2/255,square_attack,0.0,0.0,0.0,104.17487194803026
yolo11x,000000442456,2,1/255,odpv,0.8733387589454651,0.8733387589454651,0.8733387589454651,53.80248808860779
yolo11x,000000442456,2,1/255,pgd,0.8900256156921387,0.8900256156921387,0.8900256156921387,1.8377866480085585
yolo11x,000000442456,2,1/255,rcp,0.945687870641701,0.945687870641701,0.945687870641701,303.04365340868634
yolo11x,000000442456,2,1/255,square_attack,0.9428955316543579,0.9428955316543579,0.9428955316543579,113.1742741531796
yolo11x,000000442456,2,2/255,odpv,0.8719752430915833,0.8719752430915833,0.8719752430915833,53.783541679382324
yolo11x,000000442456,2,2/255,pgd,0.36745625734329224,0.0,0.0,1.9397643937004938
yolo11x,000000442456,2,2/255,rcp,0.9447352795069094,0.9447352795069094,0.9447352795069094,302.69390445285376
yolo11x,000000442456,2,2/255,square_attack,0.9378067255020142,0.9378067255020142,0.9378067255020142,104.17487194803026
yolo11x,000000442456,3,1/255,odpv,0.0,0.0,0.0,0.003351926803588867
yolo11x,000000442456,3,1/255,pgd,0.0,0.0,0.0,1.8377866480085585
yolo11x,000000442456,3,1/255,rcp,0.0,0.0,0.0,303.04365340868634
yolo11x,000000442456,3,1/255,square_attack,0.0,0.0,0.0,113.1742741531796
yolo11x,000000442456,3,2/255,odpv,0.0,0.0,0.0,0.005878448486328125
yolo11x,000000442456,3,2/255,pgd,0.0,0.0,0.0,1.9397643937004938
yolo11x,000000442456,3,2/255,rcp,0.0,0.0,0.0,302.69390445285376
yolo11x,000000442456,3,2/255,square_attack,0.0,0.0,0.0,104.17487194803026
yolo11x,000000442456,4,1/255,odpv,0.8509073853492737,0.8509073853492737,0.8509073853492737,54.789053201675415
yolo11x,000000442456,4,1/255,pgd,0.0,0.0,0.0,1.8377866480085585
yolo11x,000000442456,4,1/255,rcp,0.884939286254841,0.884939286254841,0.884939286254841,303.04365340868634
yolo11x,000000442456,4,1/255,square_attack,0.8523176312446594,0.8523176312446594,0.8523176312446594,113.1742741531796
yolo11x,000000442456,4,2/255,odpv,0.7161045074462891,0.7161045074462891,0.7161045074462891,52.9034149646759
yolo11x,000000442456,4,2/255,pgd,0.03904779255390167,0.0,0.0,1.9397643937004938
yolo11x,000000442456,4,2/255,rcp,0.5293952749741527,0.5293952749741527,0.0,302.69390445285376
yolo11x,000000442456,4,2/255,square_attack,0.8156761527061462,0.8156761527061462,0.8156761527061462,104.17487194803026
yolo11x,000000442456,5,1/255,odpv,0.5628823637962341,0.5628823637962341,0.0,54.751609086990356
yolo11x,000000442456,5,1/255,pgd,0.007090176921337843,0.0,0.0,1.8377866480085585
yolo11x,000000442456,5,1/255,rcp,0.5871430981277768,0.5871430981277768,0.0,303.04365340868634
yolo11x,000000442456,5,1/255,square_attack,0.5746699571609497,0.5746699571609497,0.0,113.1742741531796
yolo11x,000000442456,5,2/255,odpv,0.5349937081336975,0.5349937081336975,0.0,53.024728775024414
yolo11x,000000442456,5,2/255,pgd,0.0,0.0,0.0,1.9397643937004938
yolo11x,000000442456,5,2/255,rcp,0.5843436912178047,0.5843436912178047,0.0,302.69390445285376
yolo11x,000000442456,5,2/255,square_attack,0.5407565832138062,0.5407565832138062,0.0,104.17487194803026
yolo11x,000000442456,6,1/255,odpv,0.9452633857727051,0.9452633857727051,0.9452633857727051,53.692294120788574
yolo11x,000000442456,6,1/255,pgd,0.6626127362251282,0.6626127362251282,0.0,1.8377866480085585
yolo11x,000000442456,6,1/255,rcp,0.9572864012387112,0.9572864012387112,0.9572864012387112,303.04365340868634
yolo11x,000000442456,6,1/255,square_attack,0.9485449194908142,0.9485449194908142,0.9485449194908142,113.1742741531796
yolo11x,000000442456,6,2/255,odpv,0.9325765371322632,0.9325765371322632,0.9325765371322632,53.793861389160156
yolo11x,000000442456,6,2/255,pgd,0.4528729319572449,0.0,0.0,1.9397643937004938
yolo11x,000000442456,6,2/255,rcp,0.9558632924508665,0.9558632924508665,0.9558632924508665,302.69390445285376
yolo11x,000000442456,6,2/255,square_attack,0.9395050406455994,0.9395050406455994,0.9395050406455994,104.17487194803026
yolo11x,000000442456,7,1/255,odpv,0.7771186232566833,0.7771186232566833,0.7771186232566833,54.634618282318115
yolo11x,000000442456,7,1/255,pgd,0.0050380295142531395,0.0,0.0,1.8377866480085585
yolo11x,000000442456,7,1/255,rcp,0.8930233989228402,0.8930233989228402,0.8930233989228402,303.04365340868634
yolo11x,000000442456,7,1/255,square_attack,0.8787782192230225,0.8787782192230225,0.8787782192230225,113.1742741531796
yolo11x,000000442456,7,2/255,odpv,0.0,0.0,0.0,0.05587053298950195
yolo11x,000000442456,7,2/255,pgd,0.0,0.0,0.0,1.9397643937004938
yolo11x,000000442456,7,2/255,rcp,0.8857091753264664,0.8857091753264664,0.8857091753264664,302.69390445285376
yolo11x,000000442456,7,2/255,square_attack,0.8561879396438599,0.8561879396438599,0.8561879396438599,104.17487194803026
yolo11x,000000442456,8,1/255,odpv,0.0,0.0,0.0,0.003405332565307617
yolo11x,000000442456,8,1/255,pgd,0.0,0.0,0.0,1.8377866480085585
yolo11x,000000442456,8,1/255,rcp,0.0,0.0,0.0,303.04365340868634
yolo11x,000000442456,8,1/255,square_attack,0.0,0.0,0.0,113.1742741531796
yolo11x,000000442456,8,2/255,odpv,0.0,0.0,0.0,0.00531458854675293
yolo11x,000000442456,8,2/255,pgd,0.0,0.0,0.0,1.9397643937004938
yolo11x,000000442456,8,2/255,rcp,0.0,0.0,0.0,302.69390445285376
yolo11x,000000442456,8,2/255,square_attack,0.0,0.0,0.0,104.17487194803026
yolo11x,000000484029,0,1/255,odpv,0.955594539642334,0.955594539642334,0.955594539642334,53.54058027267456
yolo11x,000000484029,0,1/255,pgd,0.7927985787391663,0.7927985787391663,0.7927985787391663,2.470749706029892
yolo11x,000000484029,0,1/255,rcp,0.97136876522973,0.97136876522973,0.97136876522973,451.5304283797741
yolo11x,000000484029,0,1/255,square_attack,0.9663888812065125,0.9663888812065125,0.9663888812065125,143.0997880101204
yolo11x,000000484029,0,2/255,odpv,0.9555608034133911,0.9555608034133911,0.9555608034133911,52.19014644622803
yolo11x,000000484029,0,2/255,pgd,0.0,0.0,0.0,2.3552306294441223
yolo11x,000000484029,0,2/255,rcp,0.970729018729209,0.970729018729209,0.970729018729209,467.07674273848534
yolo11x,000000484029,0,2/255,square_attack,0.9625080823898315,0.9625080823898315,0.9625080823898315,143.34156209230423
yolo11x,000000484029,1,1/255,odpv,0.8373005390167236,0.8373005390167236,0.8373005390167236,55.92316269874573
yolo11x,000000484029,1,1/255,pgd,0.3405059576034546,0.0,0.0,2.470749706029892
yolo11x,000000484029,1,1/255,rcp,0.8850844495807412,0.8850844495807412,0.8850844495807412,451.5304283797741
yolo11x,000000484029,1,1/255,square_attack,0.8766610622406006,0.8766610622406006,0.8766610622406006,143.0997880101204
yolo11x,000000484029,1,2/255,odpv,0.813933253288269,0.813933253288269,0.813933253288269,54.642016649246216
yolo11x,000000484029,1,2/255,pgd,0.08874370902776718,0.0,0.0,2.3552306294441223
yolo11x,000000484029,1,2/255,rcp,0.8752230196741669,0.8752230196741669,0.8752230196741669,467.07674273848534
yolo11x,000000484029,1,2/255,square_attack,0.8523511290550232,0.8523511290550232,0.8523511290550232,143.34156209230423
yolo11x,000000484029,2,1/255,odpv,0.7868062853813171,0.7868062853813171,0.7868062853813171,55.815704107284546
yolo11x,000000484029,2,1/255,pgd,0.28964415192604065,0.0,0.0,2.470749706029892
yolo11x,000000484029,2,1/255,rcp,0.8730224918891176,0.8730224918891176,0.8730224918891176,451.5304283797741
yolo11x,000000484029,2,1/255,square_attack,0.8627579212188721,0.8627579212188721,0.8627579212188721,143.0997880101204
yolo11x,000000484029,2,2/255,odpv,0.751850962638855,0.751850962638855,0.751850962638855,54.6434907913208
yolo11x,000000484029,2,2/255,pgd,0.13826145231723785,0.0,0.0,2.3552306294441223
yolo11x,000000484029,2,2/255,rcp,0.8676552957028212,0.8676552957028212,0.8676552957028212,467.07674273848534
yolo11x,000000484029,2,2/255,square_attack,0.8490767478942871,0.8490767478942871,0.8490767478942871,143.34156209230423
yolo11x,000000484029,3,1/255,odpv,0.5651735663414001,0.5651735663414001,0.0,55.79509401321411
yolo11x,000000484029,3,1/255,pgd,0.04479062184691429,0.0,0.0,2.470749706029892
yolo11x,000000484029,3,1/255,rcp,0.612138033251012,0.612138033251012,0.0,451.5304283797741
yolo11x,000000484029,3,1/255,square_attack,0.6079649925231934,0.6079649925231934,0.0,143.0997880101204
yolo11x,000000484029,3,2/255,odpv,0.5401654243469238,0.5401654243469238,0.0,54.28374934196472
yolo11x,000000484029,3,2/255,pgd,0.039344124495983124,0.0,0.0,2.3552306294441223
yolo11x,000000484029,3,2/255,rcp,0.601632152089242,0.601632152089242,0.0,467.07674273848534
yolo11x,000000484029,3,2/255,square_attack,0.5993743538856506,0.5993743538856506,0.0,143.34156209230423
yolo11x,000000484029,4,1/255,odpv,0.7574467062950134,0.7574467062950134,0.7574467062950134,55.14118003845215
yolo11x,000000484029,4,1/255,pgd,0.6556044816970825,0.6556044816970825,0.0,2.470749706029892
yolo11x,000000484029,4,1/255,rcp,0.85738528016368,0.85738528016368,0.85738528016368,451.5304283797741
yolo11x,000000484029,4,1/255,square_attack,0.8405011296272278,0.8405011296272278,0.8405011296272278,143.0997880101204
yolo11x,000000484029,4,2/255,odpv,0.7281442880630493,0.7281442880630493,0.7281442880630493,53.62066173553467
yolo11x,000000484029,4,2/255,pgd,0.07608266174793243,0.0,0.0,2.3552306294441223
yolo11x,000000484029,4,2/255,rcp,0.8337398310693552,0.8337398310693552,0.8337398310693552,467.07674273848534
yolo11x,000000484029,4,2/255,square_attack,0.807976484298706,0.807976484298706,0.807976484298706,143.34156209230423
yolo11x,000000484029,5,1/255,odpv,0.7734345197677612,0.7734345197677612,0.7734345197677612,55.63070011138916
yolo11x,000000484029,5,1/255,pgd,0.0,0.0,0.0,2.470749706029892
yolo11x,000000484029,5,1/255,rcp,0.8641439312728327,0.8641439312728327,0.8641439312728327,451.5304283797741
yolo11x,000000484029,5,1/255,square_attack,0.853830873966217,0.853830873966217,0.853830873966217,143.0997880101204
yolo11x,000000484029,5,2/255,odpv,0.6984297633171082,0.6984297633171082,0.0,53.97802448272705
yolo11x,000000484029,5,2/255,pgd,0.0,0.0,0.0,2.3552306294441223
yolo11x,000000484029,5,2/255,rcp,0.8430046995170473,0.8430046995170473,0.8430046995170473,467.07674273848534
yolo11x,000000484029,5,2/255,square_attack,0.8264445066452026,0.8264445066452026,0.8264445066452026,143.34156209230423
yolo11x,000000484029,6,1/255,odpv,0.0,0.0,0.0,0.2824125289916992
yolo11x,000000484029,6,1/255,pgd,0.0,0.0,0.0,2.470749706029892
yolo11x,000000484029,6,1/255,rcp,0.0,0.0,0.0,451.5304283797741
yolo11x,000000484029,6,1/255,square_attack,0.0,0.0,0.0,143.0997880101204
yolo11x,000000484029,6,2/255,odpv,0.0,0.0,0.0,0.25724267959594727
yolo11x,000000484029,6,2/255,pgd,0.0,0.0,0.0,2.3552306294441223
yolo11x,000000484029,6,2/255,rcp,0.0,0.0,0.0,467.07674273848534
yolo11x,000000484029,6,2/255,square_attack,0.0,0.0,0.0,143.34156209230423
yolo11x,000000484029,7,1/255,odpv,0.7211601138114929,0.7211601138114929,0.7211601138114929,53.59719944000244
yolo11x,000000484029,7,1/255,pgd,0.0,0.0,0.0,2.470749706029892
yolo11x,000000484029,7,1/255,rcp,0.80353473070327,0.80353473070327,0.80353473070327,451.5304283797741
yolo11x,000000484029,7,1/255,square_attack,0.7894337177276611,0.7894337177276611,0.7894337177276611,143.0997880101204
yolo11x,000000484029,7,2/255,odpv,0.7161463499069214,0.7161463499069214,0.7161463499069214,52.28093862533569
yolo11x,000000484029,7,2/255,pgd,0.0,0.0,0.0,2.3552306294441223
yolo11x,000000484029,7,2/255,rcp,0.7982501916312835,0.7982501916312835,0.7982501916312835,467.07674273848534
yolo11x,000000484029,7,2/255,square_attack,0.7744694948196411,0.7744694948196411,0.7744694948196411,143.34156209230423
yolo11x,000000491213,0,1/255,odpv,0.9161362648010254,0.9161362648010254,0.9161362648010254,53.51290822029114
yolo11x,000000491213,0,1/255,pgd,0.0,0.0,0.0,1.4910711646080017
yolo11x,000000491213,0,1/255,rcp,0.9268527716796963,0.9268527716796963,0.9268527716796963,433.96642738580704
yolo11x,000000491213,0,1/255,square_attack,0.9193015098571777,0.9193015098571777,0.9193015098571777,65.77717968821526
yolo11x,000000491213,0,2/255,odpv,0.9050228595733643,0.9050228595733643,0.9050228595733643,53.59018111228943
